Customer_ID,Age,Income,Education,Marital_Status,Kidhome,Teenhome,Total_Orders,Average_Order_Value,Purchase_Frequency,Total_Spent,Days_Since_Last_Purchase,Customer_Tenure,CLV
9750,53,64325.0,PhD,Divorced,0,1,23,56.83,1.3583,1307,41,508,1307.12
2607,61,40464.0,Graduation,Single,0,1,24,26.25,1.3458,630,78,535,630.0
7214,57,62187.0,Graduation,Married,0,0,18,71.28,1.5,1283,49,360,1283.04
5835,38,14849.0,PhD,Divorced,1,0,9,7.22,0.7438,65,39,363,64.98
3896,30,27255.0,Graduation,Married,1,0,5,7.4,0.6383,37,3,235,37.0
10350,64,54432.0,PhD,Married,2,1,5,7.6,0.3597,38,37,417,38.0
7786,28,29999.0,PhD,Single,1,0,12,13.33,0.7171,160,22,502,159.95
2861,31,24072.0,Graduation,Single,1,0,4,5.75,0.2727,23,79,440,23.0
663,25,33996.0,PhD,Single,0,0,6,11.83,0.6164,71,46,292,70.98
10675,58,66334.0,PhD,Married,0,1,19,61.11,1.2583,1161,82,453,1161.11
2521,43,35178.0,Master,Married,1,0,5,11.8,0.2799,59,10,536,59.01
9592,31,22010.0,Graduation,Together,1,0,7,4.71,0.5753,33,51,365,32.97
10151,54,62204.0,Graduation,Divorced,0,2,22,43.0,1.0061,946,38,656,946.0
7381,46,75693.0,Graduation,Divorced,0,0,22,65.55,1.1559,1442,10,571,1442.14
4099,42,30675.0,Graduation,Married,1,0,5,12.4,0.2521,62,14,595,62.0
9560,49,83003.0,Graduation,Together,0,0,22,76.09,1.3636,1674,18,484,1673.94
10172,26,68655.0,Graduation,Single,0,0,21,73.24,0.9144,1538,95,689,1538.09
11191,28,41411.0,Graduation,Divorced,0,0,8,17.38,1.1707,139,11,205,139.04
9707,45,55212.0,PhD,Married,0,1,20,59.1,1.0274,1182,65,584,1182.0
6245,64,59292.0,PhD,Together,0,1,18,28.17,1.4136,507,71,382,507.06
8234,41,27190.0,Basic,Together,1,0,4,4.5,0.3762,18,13,319,18.0
1411,62,82623.0,Graduation,Divorced,0,0,16,58.75,2.069,940,58,232,940.02
8553,49,44300.0,Graduation,Married,1,1,6,7.0,0.4839,42,65,372,42.0
1826,44,84835.0,Graduation,Divorced,0,0,15,79.33,32.1429,1190,0,14,1189.95
8842,43,30372.0,Graduation,Widow,1,1,8,5.5,0.4348,44,33,552,44.0
11030,38,33181.0,Master,Married,1,0,4,4.0,0.6742,16,90,178,16.0
2579,57,71113.0,Graduation,Married,0,1,26,32.12,4.0,835,95,195,835.12
175,28,71952.0,Graduation,Married,1,0,22,65.59,1.2313,1443,93,536,1442.93
9185,48,69759.0,PhD,Single,0,0,18,57.17,2.2041,1029,38,245,1029.07
11056,40,72099.0,Graduation,Married,0,0,18,66.0,0.8838,1188,18,611,1188.0
9365,38,60000.0,PhD,Single,0,1,24,53.21,1.2973,1277,57,555,1277.04
6201,36,38643.0,Graduation,Single,1,1,7,7.0,0.9859,49,45,213,49.0
2061,59,50737.0,Graduation,Married,0,1,7,14.14,0.506,99,61,415,98.98
6184,45,68462.0,PhD,Married,0,0,15,111.33,0.7965,1670,6,565,1670.03
6142,71,65073.0,Master,Married,0,0,14,64.29,1.3376,900,65,314,900.07
4107,66,46681.0,PhD,Together,0,2,16,26.56,1.8113,425,52,265,424.96
7274,57,78618.0,Graduation,Married,0,0,22,97.86,1.0312,2153,87,640,2152.82
9336,45,62187.0,PhD,Widow,0,1,21,30.29,6.3,636,38,100,636.09
2958,36,28442.0,Graduation,Married,2,0,10,5.7,2.381,57,53,126,57.0
933,36,37717.0,PhD,Married,1,0,4,6.25,0.2055,25,31,584,25.0
5837,47,51479.0,Graduation,Married,1,1,22,22.45,1.2022,494,67,549,493.91
10704,45,54803.0,Graduation,Single,0,1,19,36.47,0.8407,693,65,678,692.92
5125,54,79530.0,Graduation,Married,0,0,26,51.85,1.9071,1348,64,409,1348.11
4432,38,31615.0,Graduation,Divorced,1,0,7,7.29,0.4459,51,82,471,51.03
5955,52,72025.0,Graduation,Together,0,0,16,120.75,0.8136,1932,27,590,1932.1
2928,39,52614.0,PhD,Single,0,1,16,61.88,0.8333,990,63,576,990.04
5680,30,35684.0,2n Cycle,Married,1,0,5,6.0,2.1739,30,66,69,30.0
10313,39,48178.0,Graduation,Married,1,1,16,15.88,0.7869,254,69,610,254.08
2557,44,29548.0,Master,Single,1,0,5,5.8,0.4918,29,52,305,29.0
1245,48,63810.0,Graduation,Single,0,1,23,59.61,1.1577,1371,45,596,1371.01
1519,42,38578.0,PhD,Single,1,1,9,8.11,0.7239,73,2,373,72.99
10703,39,46098.0,Master,Single,1,1,11,10.91,0.4846,120,86,681,120.01
1726,44,22585.0,Graduation,Single,0,0,5,16.2,0.3198,81,23,469,80.99
4459,25,30279.0,Graduation,Single,1,0,5,7.4,0.2742,37,13,547,37.0
1729,53,66426.0,PhD,Together,0,1,20,68.85,2.214,1377,14,271,1376.99
1517,45,30822.0,Graduation,Single,1,0,5,10.2,0.3937,51,92,381,51.0
2098,45,33581.0,PhD,Married,2,0,4,4.25,0.223,17,38,538,17.0
9543,29,19986.0,Graduation,Married,1,0,4,5.5,0.5263,22,74,228,22.0
6878,60,27421.0,Graduation,Widow,0,0,14,23.14,0.7434,324,14,565,323.98
3310,41,35688.0,2n Cycle,Married,2,1,16,13.19,0.709,211,94,677,211.04
2724,33,36143.0,Master,Single,1,0,4,4.75,1.3043,19,33,92,19.0
948,43,10245.0,Graduation,Single,1,0,8,5.12,0.5839,41,32,411,40.96
6720,46,43795.0,Master,Together,0,1,17,28.94,1.9844,492,11,257,491.97
6202,54,63381.0,Graduation,Together,0,1,26,38.65,1.2322,1005,78,633,1004.88
2066,65,38823.0,Graduation,Together,0,1,7,16.29,0.3139,114,56,669,114.03
9799,46,83664.0,PhD,Divorced,1,1,19,61.74,1.3636,1173,57,418,1173.03
8318,35,90300.0,Graduation,Together,0,0,19,91.47,3.2022,1738,7,178,1737.9
5642,35,62499.0,Master,Together,1,0,12,18.5,1.7734,222,0,203,222.0
2669,21,74293.0,Graduation,Single,0,0,16,70.44,8.4211,1127,66,57,1127.05
455,68,51012.0,PhD,Married,0,0,10,20.9,0.6849,209,86,438,208.99
7683,46,70777.0,Master,Married,0,1,23,34.22,5.52,787,80,125,787.06
3428,23,68682.0,PhD,Together,0,0,24,66.58,2.6966,1598,56,267,1597.9
7414,43,43824.0,Graduation,Married,1,1,12,15.5,0.5513,186,18,653,186.0
6354,30,15345.0,Graduation,Together,1,0,6,7.83,0.2695,47,51,668,46.99
798,27,23442.0,Graduation,Single,1,0,5,5.4,0.2712,27,71,553,27.0
8213,34,14515.0,2n Cycle,Together,1,0,11,8.73,0.5518,96,71,598,96.02
2488,58,31395.0,2n Cycle,Divorced,1,1,10,6.4,0.6466,64,80,464,64.0
9999,49,75276.0,Graduation,Together,0,0,23,45.22,1.0764,1040,2,641,1040.02
7617,40,42373.0,Graduation,Single,1,1,13,12.54,1.2226,163,83,319,163.02
615,54,30507.0,Graduation,Together,0,0,11,31.18,0.6933,343,29,476,342.99
2552,59,55521.0,PhD,Single,1,2,24,18.58,2.8685,446,11,251,445.92
194,49,48006.0,Graduation,Married,1,1,5,8.2,7.1429,41,55,21,41.0
3645,42,27213.0,PhD,Single,1,0,9,7.78,0.4036,70,19,669,70.02
8890,43,65808.0,PhD,Divorced,1,1,14,19.43,13.5484,272,1,31,272.02
5049,40,30351.0,PhD,Together,1,0,6,7.67,0.4627,46,19,389,46.02
9973,51,50437.0,Graduation,Married,0,2,19,25.79,0.9179,490,28,621,490.02
7301,32,23616.0,2n Cycle,Single,1,0,8,9.88,0.4068,79,76,590,79.04
10882,38,53858.0,Graduation,Married,0,1,17,53.82,0.8528,915,50,598,914.89
7030,59,66465.0,PhD,Married,0,1,35,42.43,2.2976,1485,1,457,1485.05
7422,27,46923.0,Graduation,Single,1,0,16,23.06,0.709,369,90,677,368.95
3523,52,75072.0,Graduation,Together,0,1,19,56.47,1.0899,1073,83,523,1072.96
7106,71,75865.0,PhD,Married,0,0,19,65.37,6.2637,1242,73,91,1242.02
6504,39,19789.0,2n Cycle,Together,1,0,9,8.67,1.2162,78,24,222,78.03
5067,20,80134.0,Graduation,Together,0,0,21,65.62,4.6324,1378,11,136,1378.03
4216,33,91065.0,Graduation,Single,0,0,26,56.69,1.5822,1474,33,493,1473.99
8581,43,49505.0,Master,Married,1,1,29,25.9,1.805,751,4,482,751.11
5929,41,37401.0,PhD,Married,1,0,7,6.86,3.8182,48,14,55,48.02
3129,31,30096.0,Graduation,Married,1,0,6,7.5,4.6154,45,30,39,45.0
6528,32,18492.0,Master,Together,1,0,4,2.5,4.8,10,75,25,10.0
1361,40,82584.0,Master,Married,0,0,16,89.69,1.2276,1435,26,391,1435.01
6932,73,93027.0,PhD,Married,0,0,22,96.32,1.4898,2119,77,443,2118.98
7284,61,48686.0,Graduation,Married,1,2,4,5.0,0.5769,20,8,208,20.0
1340,28,92910.0,Graduation,Married,0,0,27,66.48,12.0896,1795,42,67,1794.97
8746,25,75433.0,Graduation,Married,1,0,19,62.53,6.6279,1188,28,86,1188.07
5987,25,10404.0,2n Cycle,Together,1,0,7,6.14,3.6842,43,52,57,42.98
3767,46,61314.0,Graduation,Married,0,1,24,42.0,1.6705,1008,1,431,1007.98
3725,53,84865.0,PhD,Single,0,0,16,105.5,1.1511,1688,1,417,1688.03
4324,25,42387.0,Graduation,Married,1,0,21,32.57,1.0345,684,42,609,683.98
238,47,67309.0,2n Cycle,Together,1,1,39,27.74,2.2371,1082,76,523,1081.86
6694,50,75236.0,Graduation,Married,0,1,25,42.72,3.4562,1068,27,217,1067.99
498,44,30015.0,Graduation,Single,1,0,7,8.14,1.4189,57,28,148,56.98
9347,58,50943.0,Master,Together,0,1,5,9.2,0.4011,46,49,374,46.0
9699,48,67272.0,Graduation,Divorced,0,1,23,31.87,3.6126,733,12,191,733.02
10664,65,51529.0,Master,Widow,0,1,17,27.47,1.723,467,14,296,467.0
5455,43,32011.0,PhD,Married,1,0,10,12.2,0.9615,122,89,312,122.0
456,28,7500.0,2n Cycle,Married,1,0,7,5.14,0.4134,36,96,508,35.98
5012,25,28691.0,Graduation,Married,1,0,5,6.8,0.4155,34,56,361,34.0
7495,66,56223.0,PhD,Married,0,1,10,15.6,1.5625,156,72,192,156.0
5029,68,18100.0,Graduation,Married,0,0,4,3.5,0.3659,14,14,328,14.0
10642,25,30279.0,Graduation,Single,1,0,5,7.4,0.2742,37,13,547,37.0
2106,40,20130.0,2n Cycle,Married,0,0,5,6.8,1.4286,34,99,105,34.0
10364,55,23295.0,Graduation,Divorced,0,0,4,5.0,0.3409,20,72,352,20.0
5954,42,42618.0,Master,Divorced,1,0,11,17.45,1.25,192,92,264,191.95
1137,50,81246.0,Graduation,Single,0,0,17,81.12,2.7869,1379,87,183,1379.05
2541,38,24027.0,Graduation,Married,1,0,7,6.86,0.544,48,7,386,48.02
1142,61,55707.0,PhD,Married,0,1,16,26.75,2.5263,428,91,190,428.0
2276,59,57959.0,Graduation,Single,0,1,27,32.15,1.9104,868,71,424,868.06
2807,45,56796.0,Graduation,Married,0,1,27,37.07,1.6232,1001,24,499,1000.86
6471,43,36230.0,Master,Single,1,0,7,8.43,0.8203,59,17,256,59.01
6131,34,70829.0,2n Cycle,Married,1,1,16,26.94,2.2749,431,87,211,431.04
6233,38,65991.0,Graduation,Married,0,1,27,35.96,1.2254,971,21,661,970.91
4148,42,38988.0,Graduation,Married,1,2,19,18.32,0.8395,348,90,679,348.09
4947,48,89572.0,2n Cycle,Single,0,0,24,85.79,1.1026,2059,44,653,2058.95
3225,30,42207.0,Master,Married,1,0,14,18.93,0.9231,265,71,455,265.03
7540,62,50300.0,Graduation,Married,0,1,13,20.77,10.8333,270,52,36,270.01
10648,32,66664.0,2n Cycle,Together,0,0,19,67.84,0.8865,1289,78,643,1289.0
1992,50,60597.0,Graduation,Married,0,1,16,55.81,2.6667,893,2,180,892.97
7851,65,70165.0,Graduation,Widow,0,0,22,42.09,2.3488,926,60,281,926.0
8594,56,50520.0,PhD,Widow,0,1,9,15.0,1.7647,135,25,153,135.0
7059,51,80124.0,Graduation,Married,0,0,19,78.68,142.5,1495,47,4,1494.92
2815,39,33183.0,Graduation,Married,1,0,9,13.33,2.1429,120,46,126,119.97
2416,45,66582.0,PhD,Single,0,0,20,64.4,5.042,1288,83,119,1288.0
7999,59,75261.0,PhD,Together,0,0,17,102.53,1.1778,1743,17,433,1742.97
9213,44,31880.0,Graduation,Widow,1,0,4,3.75,0.1977,15,13,607,15.0
9697,63,53790.0,Graduation,Married,0,2,20,27.1,5.1724,542,86,116,542.0
3916,43,49269.0,PhD,Together,1,0,25,35.6,1.0965,890,92,684,890.01
2021,39,61456.0,Graduation,Married,0,1,33,42.06,2.1522,1388,47,460,1388.0
1581,34,37406.0,Graduation,Married,1,0,4,4.25,0.4563,17,18,263,17.0
564,33,56937.0,PhD,Together,1,0,30,30.2,1.295,906,81,695,906.03
6619,36,38415.0,Graduation,Married,1,1,6,7.33,0.3309,44,91,544,43.98
9081,26,20518.0,Graduation,Single,1,0,5,5.0,3.4884,25,58,43,25.0
178,58,62503.0,Graduation,Married,0,1,26,37.42,1.5694,973,40,497,972.91
916,42,41644.0,PhD,Single,1,1,6,5.17,3.4615,31,67,52,31.02
5512,37,55842.0,Master,Married,0,1,17,30.47,13.4211,518,19,38,517.99
8970,42,62010.0,PhD,Married,0,1,19,27.89,0.9268,530,93,615,529.89
10581,37,41124.0,Graduation,Married,1,0,21,24.1,1.0379,506,41,607,506.1
5300,41,38961.0,Master,Married,1,0,6,11.67,0.989,70,60,182,70.02
5154,42,37760.0,Master,Divorced,1,0,6,9.0,0.5573,54,54,323,54.0
8346,40,32233.0,Graduation,Single,1,0,12,24.67,0.5294,296,26,680,296.03
1676,39,43057.0,Graduation,Married,0,1,15,17.73,1.8519,266,30,243,265.96
9286,54,83151.0,Master,Together,0,0,19,39.32,0.9076,747,93,628,747.04
2426,50,78825.0,PhD,Divorced,0,0,29,30.86,1.3303,895,35,654,894.96
5172,38,65104.0,Master,Together,0,1,17,61.94,2.2368,1053,4,228,1052.96
5562,40,60093.0,Graduation,Married,0,1,21,35.0,1.7073,735,92,369,734.99
3436,45,14045.0,Graduation,Married,1,0,5,4.0,0.9677,20,24,155,20.0
3921,62,28457.0,2n Cycle,Widow,0,0,10,20.5,0.4918,205,96,610,205.0
3403,56,78952.0,PhD,Together,0,1,21,99.62,0.9783,2092,11,644,2092.1
22,38,46310.0,Graduation,Divorced,1,0,14,22.07,0.7317,309,99,574,308.98
10965,59,76005.0,Graduation,Together,0,0,22,78.27,1.3387,1722,72,493,1721.89
9426,50,58308.0,Master,Single,0,1,15,60.0,0.8427,900,77,534,900.0
6605,70,55614.0,PhD,Divorced,0,0,20,34.1,2.7907,682,85,215,682.0
3136,52,59432.0,Master,Divorced,0,1,22,30.14,1.4898,663,88,443,663.06
8737,36,55563.0,Graduation,Divorced,0,1,6,7.17,2.093,43,22,86,43.02
11088,43,78642.0,PhD,Together,0,1,18,100.89,1.2414,1816,83,435,1816.05
716,65,67911.0,PhD,Together,0,1,27,36.15,20.7692,976,63,39,976.05
466,70,65275.0,Graduation,Married,0,0,21,35.52,1.3907,746,9,453,745.9
9135,64,27203.0,Graduation,Together,1,1,6,10.67,0.2597,64,92,693,64.01
10623,53,48330.0,Master,Together,0,1,5,6.4,0.6608,32,2,227,32.0
8151,24,24279.0,Basic,Married,0,0,9,29.22,0.4927,263,6,548,262.98
5140,29,64355.0,PhD,Married,1,0,21,68.81,0.9333,1445,66,675,1444.96
10160,58,50943.0,Master,Together,0,1,5,9.2,0.4011,46,49,374,46.0
4945,61,53653.0,Graduation,Widow,0,0,28,43.21,1.4,1210,29,600,1209.88
10584,38,65665.0,Graduation,Married,0,1,24,39.38,3.4286,945,77,210,945.13
6071,25,81217.0,Graduation,Single,0,0,22,52.59,1.9075,1157,77,346,1156.97
3386,22,34935.0,Graduation,Married,0,0,8,17.12,0.6417,137,71,374,136.96
8939,55,61250.0,Graduation,Divorced,0,1,25,29.2,1.3369,730,49,561,730.0
9925,33,39665.0,PhD,Together,1,0,12,18.0,0.8978,216,97,401,216.01
4320,35,60152.0,Graduation,Single,0,1,23,41.0,1.5033,943,6,459,943.02
5389,50,48920.0,Graduation,Married,0,2,16,21.69,1.8972,347,93,253,347.03
6036,55,89120.0,Master,Together,0,0,19,101.26,5.4286,1924,78,105,1923.95
182,68,44124.0,PhD,Together,0,1,17,23.35,1.2289,397,62,415,396.94
203,39,81169.0,Master,Single,0,0,22,94.95,1.4932,2089,47,442,2088.88
11025,53,36443.0,Graduation,Married,1,1,11,12.55,0.6445,138,9,512,138.04
10203,24,26095.0,Graduation,Single,1,0,5,8.4,0.411,42,77,365,42.0
4607,55,71367.0,Graduation,Together,0,0,17,45.71,1.6399,777,24,311,777.08
3711,70,80184.0,Master,Married,0,0,20,95.1,4.9587,1902,19,121,1902.01
3696,49,30630.0,Graduation,Divorced,1,1,7,7.43,1.3636,52,67,154,52.01
2532,27,73454.0,Master,Single,0,0,13,127.0,3.2231,1651,95,121,1650.98
9214,23,42691.0,Graduation,Married,0,0,13,27.54,1.2264,358,48,318,358.02
4943,61,70503.0,Graduation,Married,0,0,16,107.94,0.7524,1727,73,638,1727.15
35,27,25545.0,Graduation,Married,1,0,10,21.0,0.4545,210,35,660,209.98
2258,28,32880.0,Graduation,Married,1,0,5,8.4,0.2618,42,76,573,42.0
4322,56,77863.0,PhD,Together,0,0,20,64.55,2.7907,1291,20,215,1291.0
713,37,50353.0,Master,Married,0,0,15,29.47,20.4545,442,72,22,442.05
4702,50,61839.0,Graduation,Single,0,0,17,111.47,0.7424,1895,20,687,1895.1
3281,54,49154.0,PhD,Married,1,1,19,21.63,2.3849,411,69,239,410.96
702,39,47682.0,2n Cycle,Widow,0,1,19,27.42,1.14,521,80,500,520.98
2004,45,72679.0,Graduation,Single,0,1,17,68.71,1.7895,1168,65,285,1168.09
4769,37,57954.0,Master,Together,1,1,23,21.43,57.5,493,52,12,492.89
4437,52,65316.0,Graduation,Married,1,1,12,21.67,0.8333,260,65,432,260.03
8724,32,28567.0,Graduation,Single,1,0,7,6.57,0.5556,46,57,378,45.99
10741,63,47352.0,Master,Together,0,1,16,19.94,1.0787,319,70,445,319.05
1991,47,44931.0,Graduation,Together,0,1,7,13.71,1.2883,96,0,163,95.97
6931,47,76982.0,Graduation,Divorced,0,0,16,66.38,3.5556,1062,19,135,1062.09
11096,62,57247.0,2n Cycle,Together,0,1,12,19.33,1.1043,232,50,326,231.96
304,33,22944.0,Master,Single,1,0,9,8.44,1.4286,76,67,189,75.96
3665,37,25315.0,2n Cycle,Together,1,0,9,6.0,1.1489,54,46,235,54.0
10591,45,43638.0,Graduation,Widow,0,1,11,18.27,0.4762,201,37,693,200.97
5036,30,42710.0,PhD,Single,1,0,14,29.0,0.7254,406,38,579,406.01
5547,32,84169.0,PhD,Married,0,0,20,95.95,1.8349,1919,9,327,1919.04
7822,38,54058.0,Graduation,Together,0,1,20,33.1,1.5345,662,56,391,661.99
8541,24,24683.0,2n Cycle,Married,1,0,8,5.12,2.1053,41,98,114,40.96
10955,50,85620.0,Graduation,Widow,0,0,14,114.29,2.4138,1600,68,174,1600.06
4368,34,47850.0,Graduation,Married,1,0,8,16.75,1.1483,134,72,209,134.0
9671,46,19514.0,Graduation,Married,1,1,10,6.9,1.9355,69,47,155,69.0
2256,41,27159.0,Master,Married,1,1,6,3.5,1.9355,21,33,93,21.0
4279,51,39548.0,2n Cycle,Single,1,1,7,7.71,2.3077,54,87,91,53.97
5371,25,21474.0,Graduation,Single,1,0,8,11.38,2.8916,91,0,83,91.04
9240,43,60504.0,PhD,Single,0,1,18,29.22,3.7762,526,73,143,525.96
9460,51,22419.0,Graduation,Married,0,0,8,20.25,0.5479,162,74,438,161.99
9504,65,81698.0,Master,Married,0,0,25,40.32,3.178,1008,4,236,1008.01
8692,62,43462.0,Graduation,Together,1,1,16,15.0,0.7317,240,50,656,240.0
448,36,54880.0,PhD,Single,1,0,21,37.86,1.2963,795,57,486,795.06
8314,32,79908.0,Graduation,Married,0,0,19,93.26,1.2639,1772,30,451,1772.0
8420,44,15315.0,2n Cycle,Married,0,0,8,8.0,0.7251,64,27,331,64.0
3174,55,87771.0,Graduation,Together,0,1,20,97.85,1.4851,1957,61,404,1956.94
7685,36,33039.0,Graduation,Married,1,0,7,11.14,0.7143,78,4,294,77.98
3179,34,81741.0,Graduation,Single,0,0,19,82.74,1.504,1572,75,379,1572.1
9780,43,71499.0,Master,Together,0,1,26,30.58,2.1081,795,12,370,795.08
10681,44,62466.0,2n Cycle,Married,0,1,26,34.19,4.6988,889,13,166,888.94
10232,51,48799.0,PhD,Divorced,0,1,15,22.07,1.8987,331,9,237,331.04
4184,64,52157.0,PhD,Together,0,1,12,22.08,15.6522,265,48,23,264.96
9120,52,66565.0,Graduation,Single,0,1,19,56.05,0.9965,1065,80,572,1064.95
891,63,29298.0,Master,Together,1,1,4,2.75,0.4054,11,60,296,11.0
10381,35,47691.0,Graduation,Single,0,1,4,5.25,0.3333,21,43,360,21.0
3525,44,38200.0,Graduation,Together,1,1,4,4.25,0.2105,17,19,570,17.0
6818,40,44989.0,Graduation,Married,0,1,16,23.06,0.7317,369,26,656,368.96
3526,46,38443.0,PhD,Married,1,1,6,6.33,1.1688,38,58,154,37.98
8181,36,38593.0,2n Cycle,Single,1,0,11,16.09,1.1379,177,42,290,176.99
1029,44,64413.0,PhD,Together,0,1,12,23.25,1.0811,279,27,333,279.0
7369,33,36959.0,Master,Married,1,0,7,8.86,0.7749,62,56,271,62.02
2574,37,61996.0,PhD,Married,0,1,21,58.57,1.2233,1230,27,515,1229.97
8159,46,51287.0,Graduation,Married,1,1,11,16.55,3.6667,182,10,90,182.05
1160,44,13260.0,Graduation,Married,1,1,10,4.9,0.9646,49,48,311,49.0
10242,48,47472.0,PhD,Together,1,1,8,9.38,0.8362,75,39,287,75.04
5253,58,54603.0,Master,Together,1,1,16,14.19,1.3483,227,85,356,227.04
5966,40,45207.0,PhD,Married,1,1,15,14.33,0.7538,215,64,597,214.96
5314,63,40689.0,Graduation,Together,0,1,20,22.2,1.2793,444,69,469,443.99
5081,47,47821.0,2n Cycle,Together,1,1,5,9.4,0.5929,47,54,253,47.0
5123,63,27450.0,Master,Married,0,0,7,20.43,0.4762,143,57,441,143.01
5756,31,39453.0,Graduation,Together,1,0,7,7.86,2.3864,55,64,88,55.02
8036,43,26850.0,2n Cycle,Together,1,1,11,5.73,4.5205,63,10,73,63.03
9058,59,79800.0,Graduation,Widow,0,0,22,84.86,1.0233,1867,65,645,1867.0
5057,53,61794.0,Master,Married,0,1,20,30.55,2.0761,611,74,289,610.99
254,59,53863.0,Graduation,Together,0,1,18,26.28,12.2727,473,4,44,473.04
4179,55,24221.0,Graduation,Together,0,0,6,9.17,0.5732,55,94,314,55.02
3710,30,39684.0,PhD,Single,1,0,7,11.57,0.3355,81,41,626,81.0
7627,39,92163.0,Master,Married,0,0,21,99.33,1.115,2086,25,565,2085.85
4501,49,69882.0,Master,Single,0,0,20,73.9,2.5862,1478,94,232,1478.0
6424,37,33178.0,Graduation,Together,1,0,5,9.8,0.9934,49,9,151,49.0
3075,42,59973.0,PhD,Married,0,0,15,25.47,1.5411,382,47,292,382.05
4992,39,17459.0,Master,Together,1,0,9,7.67,0.9507,69,12,284,69.03
5252,45,23910.0,Graduation,Divorced,1,0,6,11.17,0.2941,67,80,612,67.02
7444,45,42169.0,Master,Married,1,1,6,5.0,0.7087,30,20,254,30.0
6919,36,26224.0,2n Cycle,Married,1,0,9,7.0,0.6905,63,39,391,63.0
3537,33,31089.0,Graduation,Together,1,0,10,7.9,0.4399,79,57,682,79.0
10277,53,30081.0,Graduation,Single,0,1,5,8.4,0.3036,42,27,494,41.99
2453,54,62807.0,Graduation,Together,0,1,23,35.61,1.0329,819,83,668,819.0
7972,59,72906.0,Graduation,Single,0,0,17,67.71,1.7832,1151,79,286,1151.06
895,66,61467.0,PhD,Married,0,2,20,29.7,1.0563,594,69,568,593.98
1177,48,49618.0,Master,Together,1,1,11,11.73,0.6346,129,77,520,129.03
7141,28,21888.0,Master,Single,1,0,12,17.75,0.6569,213,15,548,212.99
7232,41,42429.0,Graduation,Widow,0,1,7,9.57,1.5108,67,99,139,66.99
8477,58,26150.0,Graduation,Divorced,2,1,5,5.6,0.3151,28,61,476,28.0
2457,39,30801.0,Basic,Married,0,1,6,7.5,0.2941,45,23,612,45.0
988,49,81168.0,Graduation,Married,0,0,18,66.28,10.0,1193,84,54,1193.04
7930,45,26877.0,Master,Single,0,0,12,22.33,1.1429,268,74,315,267.97
4587,70,45006.0,Master,Widow,0,0,12,22.17,1.0375,266,90,347,266.05
6682,41,18978.0,Basic,Married,1,0,5,7.4,0.265,37,41,566,37.0
6222,47,22574.0,Graduation,Married,2,1,7,5.29,0.8571,37,28,245,37.03
10299,45,48240.0,PhD,Single,0,0,25,35.28,1.2542,882,73,598,882.01
3083,40,45837.0,Graduation,Married,1,1,18,20.72,1.5929,373,88,339,372.96
8953,49,35791.0,Master,Single,2,1,6,5.83,0.4286,35,94,420,34.98
1503,38,162397.0,PhD,Together,1,1,1,107.0,0.0765,107,31,392,106.96
8650,36,54162.0,Graduation,Widow,1,1,5,8.4,0.3198,42,31,469,42.0
10862,54,30522.0,Master,Married,0,1,17,19.18,0.7478,326,6,682,326.06
2782,53,54456.0,PhD,Married,0,1,17,23.76,1.4407,404,23,354,403.93
6941,43,31632.0,Graduation,Single,0,0,6,15.83,0.5128,95,92,351,94.98
10972,65,72298.0,Graduation,Widow,0,0,14,67.07,3.75,939,52,112,938.98
10708,36,36975.0,2n Cycle,Single,1,0,5,6.6,0.8152,33,50,184,33.0
6583,59,72635.0,2n Cycle,Married,0,0,21,46.71,1.6071,981,54,392,980.88
3641,38,13624.0,Graduation,Married,1,0,7,5.14,0.3992,36,93,526,35.98
10156,39,84196.0,Graduation,Single,0,1,20,61.85,1.5306,1237,56,392,1236.99
4299,54,70971.0,Graduation,Together,0,1,34,53.68,1.5765,1825,28,647,1825.11
3469,37,34487.0,PhD,Divorced,1,1,9,11.44,0.4079,103,94,662,102.97
5063,37,28769.0,Graduation,Single,1,0,12,15.92,0.644,191,76,559,191.04
10727,44,69084.0,PhD,Married,1,0,25,63.44,3.3632,1586,43,223,1585.99
9624,56,65488.0,PhD,Together,0,0,14,68.79,24.7059,963,46,17,963.06
5156,44,62466.0,2n Cycle,Married,0,1,26,34.19,4.6988,889,13,166,888.94
4376,54,32218.0,2n Cycle,Single,0,0,7,13.29,1.5556,93,27,135,93.03
8923,41,83917.0,Graduation,Single,0,0,21,75.57,1.4384,1587,12,438,1587.02
8461,52,46102.0,Graduation,Divorced,2,1,4,4.0,1.0714,16,3,112,16.0
6945,62,84574.0,Graduation,Single,0,0,32,42.97,2.4552,1375,72,391,1375.02
944,52,56181.0,Graduation,Married,0,1,14,28.07,0.7807,393,6,538,393.0
1907,64,63120.0,Master,Divorced,0,1,26,56.81,1.2188,1477,53,640,1477.12
701,43,73691.0,Graduation,Married,0,1,18,65.5,2.2881,1179,58,236,1178.98
3856,54,63381.0,Graduation,Together,0,1,26,38.65,1.2322,1005,78,633,1004.88
4149,66,76140.0,PhD,Together,0,0,21,64.19,13.125,1348,57,48,1347.99
2131,55,62859.0,PhD,Divorced,0,1,23,56.83,1.2614,1307,37,547,1307.06
2942,50,45906.0,Graduation,Single,0,1,15,32.4,1.074,486,20,419,486.01
1173,67,77632.0,Master,Together,0,0,13,173.23,0.8176,2252,73,477,2251.96
4381,43,46463.0,PhD,Married,1,1,17,13.82,1.6139,235,56,316,234.94
